29/08/2022,75.50 ,75.50 ,3,311,500 ,250,861,000,000 ,20,464 ,1,465,222,400 ,76.10 ,76.30 ,75.40 
01/08/2022,73.50 ,73.50 ,2,527,600 ,183,567,000,000 ,551,000 ,39,984,320,000 ,72.80 ,73.50 ,72.20 
04/07/2022,72.58 ,75.10 ,3,139,300 ,236,046,000,000 ,120,000 ,9,120,000,000 ,74.00 ,75.80 ,73.80 
